Order Date,Customer Name,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode
13-04-2024,Sara Hayre,Groceries,Spices,Spices Quia,2,52667,20,84267.2,15553.15,Net Banking
05-03-2024,Kiaan Ratta,Books,Comics,Comics Quos,4,51554,0,206216,14102.48,Net Banking
02-04-2024,Madhav Kota,Beauty,Shampoo,Shampoo Quam,5,50921,5,241874.75,36510.09,UPI
07-10-2024,Ritvik Bhatnagar,Furniture,Table,Table Eveniet,4,27136,20,86835.2,18547.36,UPI
18-11-2023,Divit Wason,Groceries,Oil,Oil A,3,29827,15,76058.85,11021.72,Debit Card
05-10-2024,Khushi Bhasin,Books,Non-Fiction,Non-Fiction Quidem,4,32461,15,110367.4,14609.77,Debit Card
04-03-2024,Zain Sahni,Beauty,Face Cream,Face Cream Reiciendis,3,59052,0,177156,16898.04,COD
13-11-2023,Kabir Issac,Books,Biography,Biography Odio,2,2046,15,3478.2,686.24,UPI
13-08-2025,Damini Raj,Furniture,Sofa,Sofa Aut,1,19837,15,16861.45,1842.75,UPI
24-08-2025,Seher Dugar,Sports,Yoga Mat,Yoga Mat Ipsam,2,75913,15,129052.1,30642.88,Debit Card
16-06-2025,Kiara Kant,Kitchen,Juicer,Juicer Possimus,2,43462,20,69539.2,7371.72,Debit Card
19-06-2024,Shlok Mannan,Books,Textbook,Textbook Non,5,62288,20,249152,34717.96,COD
24-09-2024,Veer Kohli,Kitchen,Cookware Set,Cookware Set Autem,4,8055,20,25776,4745.84,Net Banking
16-05-2024,Pihu Kari,Sports,Football,Football Aliquid,2,19518,20,31228.8,1800.58,Net Banking
10-11-2023,Nirvaan Chakraborty,Furniture,Bed,Bed Dolorem,4,8099,10,29156.4,7080.79,Net Banking
07-04-2024,Umang Goswami,Furniture,Bed,Bed Ipsam,1,426,15,362.1,73.61,Debit Card
28-01-2024,Ela Singhal,Kitchen,Juicer,Juicer Eum,1,62395,0,62395,6986.53,Debit Card
26-10-2024,Nitya Saxena,Beauty,Lipstick,Lipstick Numquam,5,63904,5,303544,53880.28,Debit Card
23-11-2023,Alisha Dugal,Groceries,Oil,Oil Veniam,2,15602,5,29643.8,7092.75,COD
05-01-2024,Misha Shan,Books,Textbook,Textbook Delectus,1,35283,20,28226.4,3175.83,Credit Card
02-09-2025,Aarav Lata,Home Decor,Wall Art,Wall Art Sapiente,5,46301,15,196779.25,30075.03,UPI
09-04-2025,Shaan Bath,Books,Fiction,Fiction Dolorem,2,46734,5,88794.6,9359.11,Debit Card
27-04-2025,Mannat Sami,Books,Non-Fiction,Non-Fiction Est,3,44786,20,107486.4,15398.12,Debit Card
16-08-2024,Hiran Gola,Beauty,Perfume,Perfume Ratione,5,22386,20,89544,22058.67,Debit Card
23-02-2024,Neelofar Goswami,Furniture,Sofa,Sofa Atque,1,75959,0,75959,7603.05,COD
15-07-2024,Heer Varty,Sports,Yoga Mat,Yoga Mat Quam,2,79183,15,134611.1,26815.83,Net Banking
28-02-2025,Taran Rastogi,Toys,RC Car,RC Car Ea,2,29535,20,47256,2858.72,Net Banking
24-04-2025,Damini Boase,Clothing,Shoes,Shoes Beatae,5,38813,5,184361.75,33341.61,Debit Card
20-01-2024,Kiara Chatterjee,Books,Textbook,Textbook Maiores,1,74906,0,74906,4232.98,Credit Card
08-07-2025,Vedika Dasgupta,Home Decor,Wall Art,Wall Art Voluptatem,4,25962,20,83078.4,14421.83,UPI
04-03-2025,Manikya Subramanian,Toys,Doll,Doll Ipsam,5,61715,15,262288.75,53719.58,Net Banking
23-08-2025,Fateh Das,Sports,Tennis Racket,Tennis Racket Adipisci,2,8068,20,12908.8,2209.07,Net Banking
01-07-2024,Inaaya  Karpe,Beauty,Shampoo,Shampoo Beatae,3,45951,5,130960.35,23910.03,Credit Card
31-10-2023,Sumer Mangal,Kitchen,Mixer Grinder,Mixer Grinder Culpa,4,26149,5,99366.2,21894.52,Net Banking
13-10-2023,Hunar Sarma,Clothing,Men's Wear,Men's Wear Labore,2,77525,10,139545,21135.93,Credit Card
09-10-2024,Heer Dara,Sports,Dumbbells,Dumbbells Nostrum,2,40282,5,76535.8,7558.5,Debit Card
18-05-2025,Mohanlal Ghosh,Books,Biography,Biography Nesciunt,3,7587,15,19346.85,4309.89,Credit Card
31-03-2025,Nitya Basak,Books,Fiction,Fiction Repudiandae,5,9956,15,42313,10413.13,UPI
23-06-2024,Ahana  Borah,Groceries,Sugar,Sugar Nulla,3,5463,15,13930.65,2507.65,Credit Card
07-06-2025,Reyansh Bahri,Electronics,Laptop,Laptop Occaecati,2,77225,20,123560,20415.59,Net Banking
23-11-2023,Ojas Balakrishnan,Furniture,Bed,Bed Alias,4,64858,5,246460.4,59284.02,Debit Card
06-01-2025,Kavya Viswanathan,Kitchen,Microwave,Microwave Maiores,5,39023,20,156092,20235.42,UPI
22-04-2024,Khushi Sant,Beauty,Shampoo,Shampoo Odit,1,14367,20,11493.6,2353.37,UPI
19-01-2024,Eshani Anand,Books,Non-Fiction,Non-Fiction A,1,13246,15,11259.1,949.98,Debit Card
27-01-2024,Bhavin Dora,Sports,Football,Football Eos,2,13789,15,23441.3,4454.78,Net Banking
11-10-2023,Aarav Chatterjee,Books,Non-Fiction,Non-Fiction Veritatis,4,33230,0,132920,26592.57,Debit Card
23-06-2025,Piya Sani,Kitchen,Juicer,Juicer Consequuntur,4,57699,5,219256.2,37801.56,Credit Card
02-09-2024,Hiran Sundaram,Kitchen,Juicer,Juicer Voluptatum,3,43782,15,111644.1,9035.62,COD
22-08-2024,Uthkarsh Bahl,Home Decor,Cushion,Cushion Sint,3,47900,20,114960,11993.39,UPI
10-08-2025,Parinaaz Dalal,Groceries,Rice,Rice Reprehenderit,4,38946,15,132416.4,16252.05,Debit Card
04-03-2025,Uthkarsh Sankaran,Electronics,Mobile,Mobile Mollitia,1,53923,15,45834.55,5791.38,Credit Card
12-05-2025,Shray Malhotra,Groceries,Wheat,Wheat Tempora,4,68144,10,245318.4,25463.47,Credit Card
15-07-2025,Zeeshan Singhal,Clothing,Kids Wear,Kids Wear Sunt,1,46830,15,39805.5,8586.35,UPI
13-08-2024,Zain Sule,Sports,Yoga Mat,Yoga Mat Repudiandae,3,73011,10,197129.7,21387.01,COD
15-01-2025,Tushar Devan,Sports,Football,Football Placeat,4,55109,0,220436,25810.49,COD
19-09-2025,Gatik Bora,Electronics,Headphones,Headphones Sequi,3,67306,10,181726.2,25378.9,COD
14-05-2024,Sumer Lal,Furniture,Table,Table Porro,1,65530,5,62253.5,9512.56,Credit Card
19-10-2023,Indranil Ray,Electronics,Smartwatch,Smartwatch Nesciunt,2,32569,15,55367.3,5273.68,UPI
18-01-2024,Diya Sura,Home Decor,Cushion,Cushion Totam,2,72766,20,116425.6,10761.29,Debit Card
16-12-2024,Raunak Buch,Books,Comics,Comics Nulla,5,64528,15,274244,40371.89,UPI
14-08-2024,Rania Bhatnagar,Toys,Action Figure,Action Figure Quam,1,67058,20,53646.4,6289.52,Credit Card
13-07-2025,Pari Kale,Beauty,Foundation,Foundation Quod,1,48758,10,43882.2,5422.94,Debit Card
15-04-2025,Aaina Vohra,Groceries,Sugar,Sugar Reprehenderit,1,75582,15,64244.7,13265.48,Credit Card
22-05-2025,Anahi Venkatesh,Groceries,Oil,Oil Perferendis,3,66317,15,169108.35,9471.97,Debit Card
15-10-2023,Drishya Mahajan,Clothing,Men's Wear,Men's Wear Nobis,1,20638,10,18574.2,3472.99,Debit Card
18-10-2024,Inaaya  Sen,Clothing,Men's Wear,Men's Wear Occaecati,5,24733,0,123665,26126.1,Debit Card
14-05-2025,Ishita Master,Groceries,Wheat,Wheat Laborum,3,19567,0,58701,7699.42,COD
11-07-2025,Keya Ratti,Books,Non-Fiction,Non-Fiction Blanditiis,4,32047,10,115369.2,15008.08,Debit Card
25-11-2023,Indrans Ahluwalia,Books,Biography,Biography Eius,4,29546,0,118184,25056.82,Net Banking
20-09-2025,Shamik Atwal,Home Decor,Wall Art,Wall Art Distinctio,3,42934,15,109481.7,19863.47,Debit Card
30-10-2024,Dharmajan Varkey,Books,Biography,Biography Voluptas,2,44336,10,79804.8,17157.69,Net Banking
01-01-2024,Ivana Sagar,Toys,Board Game,Board Game Eos,5,74164,10,333738,74227.75,Net Banking
08-09-2025,Raunak Atwal,Clothing,Shoes,Shoes Eius,5,79618,15,338376.5,60728.83,Net Banking
22-03-2025,Vidur Mallick,Home Decor,Vase,Vase Quia,2,4773,20,7636.8,1172.75,Net Banking
16-07-2025,Kaira Joshi,Kitchen,Refrigerator,Refrigerator Quae,5,50775,0,253875,22939.3,Debit Card
22-04-2024,Aarna Yadav,Books,Comics,Comics Libero,3,12682,15,32339.1,6108.21,COD
03-07-2025,Vaibhav Basu,Electronics,Headphones,Headphones Deserunt,5,58035,15,246648.75,36963.76,COD
10-06-2024,Divij Dhingra,Clothing,Shoes,Shoes Nihil,5,73649,5,349832.75,41408.8,Credit Card
30-12-2024,Kimaya Dua,Toys,Action Figure,Action Figure Alias,5,32688,10,147096,22451.03,COD
18-11-2024,Rania Aurora,Beauty,Perfume,Perfume Sunt,2,43735,5,83096.5,9017.79,Net Banking
16-02-2025,Khushi Saha,Electronics,Camera,Camera Numquam,4,38256,15,130070.4,21460.14,Net Banking
19-10-2023,Gatik Madan,Beauty,Face Cream,Face Cream Soluta,2,68591,0,137182,12922.77,Net Banking
05-03-2024,Taran Talwar,Home Decor,Vase,Vase Iure,5,21401,5,101654.75,18872.76,COD
17-10-2023,Biju Malhotra,Toys,Doll,Doll Modi,3,78372,15,199848.6,13439.84,Credit Card
06-02-2024,Shlok Venkataraman,Home Decor,Cushion,Cushion Recusandae,3,64835,10,175054.5,40811.14,Net Banking
02-07-2025,Vanya Anand,Beauty,Perfume,Perfume Unde,5,53140,15,225845,34447.83,Credit Card
24-01-2025,Tejas Ghose,Clothing,Kids Wear,Kids Wear Quo,2,20018,10,36032.4,3694.09,Net Banking
22-06-2024,Zain Kanda,Groceries,Wheat,Wheat Magnam,1,57926,15,49237.1,6411.26,UPI
21-06-2025,Ryan Raja,Toys,Puzzle,Puzzle Quibusdam,2,18405,10,33129,4297.91,Net Banking
08-09-2024,Umang Thaman,Kitchen,Juicer,Juicer Eos,4,61274,0,245096,40659.01,Net Banking
16-08-2024,Lagan Jhaveri,Sports,Football,Football Eos,5,3929,20,15716,2467.77,Debit Card
03-03-2024,Saksham Toor,Toys,Action Figure,Action Figure Tempora,2,25428,10,45770.4,5337.42,COD
27-11-2023,Yuvraj  Dass,Kitchen,Mixer Grinder,Mixer Grinder Asperiores,2,71944,20,115110.4,27950.52,UPI
30-08-2024,Advika Bal,Beauty,Perfume,Perfume Minus,4,19670,20,62944,10997.43,UPI
27-02-2025,Baiju Dara,Books,Fiction,Fiction Rem,2,31245,15,53116.5,4992.38,Net Banking
23-12-2024,Amani Jaggi,Home Decor,Cushion,Cushion Reprehenderit,1,9382,5,8912.9,547.48,Debit Card
22-12-2024,Kimaya Garg,Sports,Football,Football Enim,2,77925,20,124680,29388.7,Credit Card
20-10-2023,Hiran Ahuja,Furniture,Table,Table Quasi,1,9490,5,9015.5,714.35,Debit Card
15-04-2025,Samiha Upadhyay,Sports,Yoga Mat,Yoga Mat Ea,3,30925,10,83497.5,11950.92,Debit Card
15-11-2024,Diya Bir,Beauty,Lipstick,Lipstick In,1,79574,5,75595.3,15580.38,Net Banking
16-01-2024,Nehmat Dugal,Clothing,Shoes,Shoes Possimus,4,5233,0,20932,3998.28,Net Banking
04-09-2024,Samiha Raval,Furniture,Sofa,Sofa Ducimus,2,50534,10,90961.2,11817.29,COD
16-03-2024,Rania Bal,Furniture,Table,Table Delectus,1,79891,5,75896.45,6114.17,COD
20-07-2025,Sara Virk,Books,Non-Fiction,Non-Fiction Suscipit,2,20984,15,35672.8,2566.54,Net Banking
02-04-2024,Yashvi Khurana,Clothing,Men's Wear,Men's Wear Quidem,2,51569,15,87667.3,21791.96,Credit Card
02-01-2024,Vedika Ramachandran,Electronics,Mobile,Mobile Laboriosam,1,46498,15,39523.3,4002.98,Debit Card
29-03-2024,Bhamini Chatterjee,Books,Textbook,Textbook Molestiae,5,3048,5,14478,1505.68,Credit Card
15-06-2024,Alisha Char,Beauty,Foundation,Foundation Deserunt,2,9157,5,17398.3,3437.35,COD
22-04-2024,Myra Ramaswamy,Beauty,Lipstick,Lipstick Accusantium,3,264,0,792,151.42,Net Banking
22-12-2024,Yasmin Arya,Electronics,Headphones,Headphones Tempora,2,39922,0,79844,10269.18,Debit Card
08-12-2024,Piya Wable,Beauty,Shampoo,Shampoo Inventore,4,60118,10,216424.8,25972.2,Credit Card
05-05-2024,Hansh Ray,Home Decor,Vase,Vase Beatae,1,42595,10,38335.5,8363.79,Debit Card
02-04-2024,Jayan Toor,Electronics,Laptop,Laptop Ab,1,41520,20,33216,2899.83,UPI
23-12-2023,Emir Jain,Books,Non-Fiction,Non-Fiction Perspiciatis,1,49849,5,47356.55,9849.56,UPI
17-09-2025,Hansh Tata,Toys,Board Game,Board Game Officiis,2,33608,10,60494.4,12705.82,Debit Card
07-03-2025,Mishti Chadha,Furniture,Cabinet,Cabinet Repudiandae,1,54176,5,51467.2,10699.67,Credit Card
22-07-2024,Shanaya Sani,Furniture,Bed,Bed Dolorem,4,46580,15,158372,28095.77,Debit Card
12-06-2025,Rati Varty,Home Decor,Wall Art,Wall Art Distinctio,2,66721,10,120097.8,26133.82,UPI
01-11-2024,Zara Din,Groceries,Wheat,Wheat Soluta,5,4578,0,22890,2739.12,UPI
13-06-2025,Ahana  Choudhary,Kitchen,Cookware Set,Cookware Set Modi,2,8544,5,16233.6,1766.93,Credit Card
11-04-2025,Tejas Dugar,Sports,Football,Football Commodi,1,3203,15,2722.55,449.4,Credit Card
03-06-2024,Adira Kale,Sports,Football,Football Est,1,25701,15,21845.85,2165.71,Net Banking
22-09-2024,Stuvan Kata,Groceries,Sugar,Sugar Quidem,2,55582,5,105605.8,8497.31,UPI
21-07-2024,Jiya Rastogi,Kitchen,Refrigerator,Refrigerator Eaque,2,66808,5,126935.2,18226.83,UPI
17-07-2024,Madhav Ramakrishnan,Home Decor,Cushion,Cushion Provident,5,30083,20,120332,6259.45,COD
04-03-2025,Rania Sha,Home Decor,Wall Art,Wall Art Quia,5,59448,5,282378,67947.89,Net Banking
24-09-2025,Reyansh Chandran,Toys,Action Figure,Action Figure Similique,5,53981,20,215924,32677.54,Debit Card
11-08-2024,Kaira Andra,Toys,Doll,Doll Sit,3,3570,10,9639,2116.57,UPI
10-06-2024,Nehmat Bakshi,Sports,Football,Football Nihil,1,34871,10,31383.9,1697.65,COD
22-07-2024,Yasmin Choudhary,Groceries,Spices,Spices Nulla,2,31854,0,63708,9996.08,Debit Card
28-03-2025,Darshit Lanka,Electronics,Laptop,Laptop Fuga,2,36773,5,69868.7,12029.07,Net Banking
11-08-2025,Kaira Walia,Home Decor,Cushion,Cushion Exercitationem,3,65805,15,167802.75,9532.49,Credit Card
10-08-2024,Abram Mahajan,Books,Fiction,Fiction Reprehenderit,4,76032,5,288921.6,14845.82,Net Banking
05-11-2023,Ivan Ray,Electronics,Mobile,Mobile Repellat,4,63656,5,241892.8,47368.7,COD
07-07-2024,Prerak Brahmbhatt,Furniture,Sofa,Sofa Saepe,4,2486,0,9944,1778.2,UPI
29-07-2025,Mamooty Luthra,Furniture,Bed,Bed Nisi,2,61345,5,116555.5,19507.55,COD
15-04-2025,Tushar Dani,Clothing,Kids Wear,Kids Wear Exercitationem,3,22520,20,54048,12371.54,COD
18-12-2024,Dhanush Loke,Books,Non-Fiction,Non-Fiction Quae,4,73022,10,262879.2,36854.33,Net Banking
13-02-2024,Rohan Vora,Clothing,Kids Wear,Kids Wear Reprehenderit,1,75515,20,60412,9609.65,Credit Card
16-07-2025,Yuvraj  Chad,Toys,RC Car,RC Car Alias,3,47768,5,136138.8,21724.21,Net Banking
12-02-2024,Shray Dewan,Electronics,Laptop,Laptop Rerum,3,55611,0,166833,25996.35,Debit Card
15-06-2024,Vidur Dutta,Beauty,Shampoo,Shampoo Commodi,5,61900,15,263075,30507.31,UPI
22-12-2024,Hunar Varty,Electronics,Laptop,Laptop Maxime,1,47330,10,42597,9898.51,UPI
08-04-2025,Mishti Chowdhury,Beauty,Shampoo,Shampoo Nisi,5,4138,20,16552,3141.34,Credit Card
09-12-2024,Vaibhav Singhal,Books,Textbook,Textbook Quo,1,14104,15,11988.4,1637.8,Credit Card
31-07-2025,Farhan Kale,Books,Biography,Biography Quos,2,16789,15,28541.3,3394.96,COD
15-01-2024,Divyansh Varma,Home Decor,Wall Art,Wall Art Et,2,28960,15,49232,4029.73,COD
14-12-2023,Emir Kulkarni,Furniture,Bed,Bed Nulla,4,61001,15,207403.4,18493.61,Credit Card
14-05-2024,Elakshi Sangha,Kitchen,Microwave,Microwave Veniam,5,52901,10,238054.5,28025.07,Net Banking
26-08-2025,Vivaan Basu,Home Decor,Lamp,Lamp Nulla,3,26219,20,62925.6,10078.65,Net Banking
08-12-2024,Damini Hora,Home Decor,Lamp,Lamp Praesentium,2,48953,10,88115.4,11763.57,Credit Card
14-12-2023,Aaryahi Taneja,Electronics,Smartwatch,Smartwatch Iste,5,24950,15,106037.5,10712.41,Credit Card
18-10-2024,Himmat Warrior,Clothing,Women's Wear,Women's Wear Possimus,5,35783,15,152077.75,7926.92,Credit Card
17-04-2025,Indrans Seth,Clothing,Kids Wear,Kids Wear Eum,1,22723,0,22723,3015.02,Net Banking
17-03-2024,Shaan Sunder,Groceries,Rice,Rice Id,1,53059,10,47753.1,6951.29,UPI
02-12-2023,Aayush Kakar,Beauty,Foundation,Foundation Ad,1,16349,20,13079.2,2485.08,COD
26-02-2024,Divit Koshy,Electronics,Camera,Camera Culpa,4,19551,15,66473.4,10615.49,Credit Card
02-12-2023,Lakshay Devan,Books,Biography,Biography Laboriosam,3,33505,0,100515,12501.44,Debit Card
23-10-2024,Lagan Sarna,Furniture,Cabinet,Cabinet Quibusdam,3,26525,15,67638.75,10344.85,UPI
16-10-2024,Heer Dugal,Beauty,Lipstick,Lipstick Ea,1,71036,20,56828.8,5863.92,Credit Card
03-04-2025,Dhanuk Atwal,Electronics,Smartwatch,Smartwatch Minus,2,69965,0,139930,19954.53,Credit Card
15-01-2025,Eva Arora,Electronics,Mobile,Mobile Dolores,1,71876,10,64688.4,9795.77,Net Banking
25-06-2024,Kashvi Sandhu,Electronics,Smartwatch,Smartwatch Vitae,5,23597,20,94388,22123.47,Debit Card
19-01-2025,Pranay Iyengar,Books,Non-Fiction,Non-Fiction Iste,4,29395,5,111701,13191.05,Debit Card
09-06-2025,Kartik Dutt,Beauty,Lipstick,Lipstick Accusamus,4,73212,0,292848,43805.32,Debit Card
11-12-2024,Divyansh Bumb,Kitchen,Juicer,Juicer Iure,2,38478,10,69260.4,8452.35,COD
04-08-2025,Shalv Garde,Sports,Cricket Bat,Cricket Bat Corrupti,1,77933,0,77933,7876.25,Net Banking
18-05-2025,Samarth Brar,Beauty,Face Cream,Face Cream Voluptatibus,2,61973,10,111551.4,15434.62,UPI
22-11-2023,Inaaya  Subramanian,Furniture,Bed,Bed Ullam,4,17771,0,71084,6882.6,Net Banking
16-09-2025,Sumer Majumdar,Electronics,Smartwatch,Smartwatch Consectetur,3,63135,10,170464.5,10224.17,COD
31-05-2024,Raghav Hari,Groceries,Rice,Rice Esse,3,79841,0,239523,26323.93,Net Banking
16-03-2024,Jiya Chaudhary,Books,Textbook,Textbook Commodi,1,317,15,269.45,38.24,Net Banking
18-08-2025,Ojas Bala,Electronics,Smartwatch,Smartwatch Suscipit,2,3923,10,7061.4,1206.4,Debit Card
16-01-2024,Samarth Gera,Kitchen,Mixer Grinder,Mixer Grinder Enim,4,45989,15,156362.6,36552.82,Net Banking
14-05-2024,Samarth Dar,Beauty,Face Cream,Face Cream Voluptates,4,2395,15,8143,727.83,Debit Card
11-02-2024,Trisha Sodhi,Clothing,Kids Wear,Kids Wear Magnam,4,3266,5,12410.8,2481.81,Net Banking
30-06-2025,Parinaaz Sidhu,Toys,RC Car,RC Car Consectetur,3,64714,10,174727.8,41459.43,Debit Card
04-11-2024,Gatik Chaudhary,Furniture,Bed,Bed Esse,1,278,5,264.1,19.12,UPI
02-05-2024,Diya Buch,Electronics,Camera,Camera Corrupti,2,27771,10,49987.8,6019.35,Credit Card
14-10-2024,Dhanuk Bava,Electronics,Headphones,Headphones Voluptates,4,74225,10,267210,19685,COD
01-02-2025,Manjari Rajagopal,Books,Textbook,Textbook Animi,5,64232,10,289044,51823.53,COD
07-05-2024,Aarav Rastogi,Kitchen,Juicer,Juicer Excepturi,1,79127,5,75170.65,11863.43,Credit Card
16-04-2024,Keya Edwin,Toys,Puzzle,Puzzle Ut,1,72835,5,69193.25,9252.79,Debit Card
12-04-2024,Rania Raman,Furniture,Chair,Chair Perferendis,4,8180,0,32720,2779.92,UPI
30-12-2023,Hrishita Bera,Groceries,Wheat,Wheat Veniam,4,24631,5,93597.8,11213.7,Debit Card
23-10-2024,Samiha Sachar,Furniture,Sofa,Sofa Atque,5,68127,10,306571.5,51208.5,UPI
09-10-2023,Ayesha D’Alia,Sports,Tennis Racket,Tennis Racket Cumque,2,36160,5,68704,13928.85,Credit Card
03-09-2025,Kimaya Dugar,Home Decor,Lamp,Lamp Excepturi,2,39527,20,63243.2,10326.16,COD
30-06-2025,Ayesha Garde,Home Decor,Vase,Vase Quo,1,14371,15,12215.35,1679.02,UPI
29-05-2025,Armaan Krishnamurthy,Electronics,Laptop,Laptop Aperiam,2,13288,5,25247.2,2401.94,Debit Card
19-10-2023,Yasmin Wable,Sports,Football,Football Consequatur,4,19841,5,75395.8,12702.86,Net Banking
01-11-2024,Mehul Hayre,Furniture,Sofa,Sofa Soluta,3,68638,15,175026.9,17034.03,UPI
04-04-2025,Ahana  Ray,Groceries,Wheat,Wheat A,2,11203,10,20165.4,3987.05,Net Banking
15-12-2023,Nitya Kohli,Beauty,Shampoo,Shampoo Possimus,2,63253,5,120180.7,19412.75,Credit Card
18-07-2025,Rania Sarma,Furniture,Bed,Bed Ipsa,1,49630,10,44667,3531.27,UPI
24-11-2023,Jayan Chanda,Beauty,Perfume,Perfume Dolorum,3,45931,10,124013.7,17277.47,Debit Card
06-08-2024,Suhana Raval,Clothing,Men's Wear,Men's Wear Molestias,1,19394,0,19394,2147.59,COD
09-10-2024,Ira Date,Toys,RC Car,RC Car Quos,5,777,5,3690.75,381.12,Credit Card
04-11-2024,Anahita Verma,Electronics,Laptop,Laptop Quas,3,38127,5,108661.95,26444.92,Net Banking
02-04-2024,Charvi Ganesh,Kitchen,Cookware Set,Cookware Set Esse,1,45598,10,41038.2,8831.35,UPI
28-09-2024,Mishti Gupta,Electronics,Laptop,Laptop Magnam,2,30724,10,55303.2,13410.63,COD
20-07-2024,Ishaan Madan,Beauty,Lipstick,Lipstick Eligendi,4,77551,10,279183.6,37205.72,UPI
13-03-2024,Madhav Kashyap,Groceries,Rice,Rice Similique,4,42890,15,145826,7889.12,COD
09-08-2024,Ryan Tank,Home Decor,Clock,Clock Quisquam,2,49766,10,89578.8,15571.54,COD
06-04-2024,Advik Contractor,Books,Non-Fiction,Non-Fiction Veniam,1,53141,10,47826.9,8928.09,UPI
04-05-2025,Dhanuk Krish,Electronics,Smartwatch,Smartwatch Perspiciatis,1,34661,10,31194.9,4803.49,Credit Card
13-08-2024,Kabir Sunder,Electronics,Smartwatch,Smartwatch Iusto,1,61952,0,61952,5178.3,UPI
24-05-2024,Nitara Contractor,Sports,Dumbbells,Dumbbells Magnam,2,14673,15,24944.1,2237.36,UPI
08-12-2024,Lagan Hans,Clothing,Men's Wear,Men's Wear Officia,4,39989,10,143960.4,31677.41,UPI
27-06-2024,Adira Bala,Electronics,Smartwatch,Smartwatch Quibusdam,5,62411,20,249644,38502.6,Debit Card
11-09-2024,Riaan Dutta,Sports,Cricket Bat,Cricket Bat Itaque,3,53611,10,144749.7,22216.6,Debit Card
07-07-2024,Tanya Goel,Beauty,Perfume,Perfume Dolor,5,62693,10,282118.5,17582.89,UPI
18-04-2025,Vanya Gade,Furniture,Sofa,Sofa Sed,1,10319,15,8771.15,1189.05,Credit Card
06-09-2024,Madhup Bumb,Electronics,Headphones,Headphones Ut,2,19277,10,34698.6,8270.92,COD
04-09-2025,Jayan Jaggi,Furniture,Sofa,Sofa Reprehenderit,2,33700,10,60660,14264.09,UPI
05-01-2024,Nitya Saini,Groceries,Sugar,Sugar Excepturi,1,79048,15,67190.8,9016.43,Net Banking
04-06-2025,Adira Kota,Kitchen,Juicer,Juicer Enim,1,9604,15,8163.4,1970.05,Debit Card
16-02-2025,Ira Bains,Kitchen,Mixer Grinder,Mixer Grinder Quas,3,48018,10,129648.6,27366.93,COD
29-06-2025,Chirag Dugar,Clothing,Women's Wear,Women's Wear Eaque,4,77163,5,293219.4,68138.69,COD
17-02-2025,Dhanush Tandon,Kitchen,Juicer,Juicer Voluptatem,2,64852,0,129704,28406.79,Debit Card
06-12-2024,Aarna Chakrabarti,Clothing,Women's Wear,Women's Wear Inventore,4,63460,10,228456,56513.51,COD
28-02-2025,Damini Goel,Toys,Action Figure,Action Figure Fugit,5,27665,10,124492.5,19127.07,COD
13-08-2024,Siya Subramaniam,Toys,Action Figure,Action Figure Magni,2,17520,5,33288,7421.63,COD
21-09-2025,Anika Chaudhry,Kitchen,Mixer Grinder,Mixer Grinder Officiis,5,23535,20,94140,13631.33,COD
25-05-2024,Tarini Manne,Groceries,Rice,Rice Illo,1,25231,10,22707.9,2207.4,Debit Card
17-03-2024,Dharmajan Kapadia,Electronics,Mobile,Mobile Deserunt,4,3154,5,11985.2,2016.93,UPI
23-03-2025,Onkar Dhar,Books,Fiction,Fiction Omnis,2,46840,0,93680,22092.64,Credit Card
09-12-2023,Samarth Wagle,Clothing,Women's Wear,Women's Wear Id,2,78875,15,134087.5,10253.53,UPI
24-02-2025,Piya Khurana,Electronics,Headphones,Headphones Non,4,23019,5,87472.2,9805.34,UPI
03-12-2023,Dhanuk Rao,Groceries,Rice,Rice Porro,5,28171,20,112684,25920.55,COD
03-07-2024,Shanaya Desai,Toys,Action Figure,Action Figure Quis,2,48532,15,82504.4,17146.48,Net Banking
02-05-2024,Ishita Khosla,Home Decor,Lamp,Lamp Id,2,12121,5,23029.9,2474.98,COD
24-07-2024,Navya Dora,Sports,Tennis Racket,Tennis Racket Consequatur,5,54726,10,246267,39194.91,UPI
09-12-2024,Aarush Bains,Beauty,Lipstick,Lipstick Accusamus,5,63511,0,317555,75212.33,Credit Card
11-05-2025,Sara Sarna,Books,Textbook,Textbook Fuga,4,1047,20,3350.4,331.93,Net Banking
03-12-2023,Yasmin Konda,Electronics,Smartwatch,Smartwatch Accusamus,1,55644,0,55644,9752.27,COD
08-03-2024,Yashvi Banik,Furniture,Cabinet,Cabinet Eligendi,5,48079,20,192316,10171.47,Net Banking
03-09-2024,Dhanush Vig,Books,Biography,Biography Enim,2,23079,5,43850.1,8029.78,Net Banking
28-06-2025,Zeeshan Gala,Toys,Board Game,Board Game Itaque,5,43522,5,206729.5,28479.14,COD
02-01-2024,Dhanush Dhingra,Beauty,Foundation,Foundation Blanditiis,2,24516,5,46580.4,9344.05,Net Banking
21-03-2024,Kabir Golla,Sports,Dumbbells,Dumbbells Odio,2,6535,15,11109.5,1550.18,UPI
26-06-2024,Sumer Ramachandran,Beauty,Foundation,Foundation Expedita,1,41000,15,34850,4658.1,Net Banking
27-02-2024,Myra Chatterjee,Electronics,Mobile,Mobile Corrupti,3,2691,20,6458.4,1535.57,Net Banking
10-11-2023,Hansh Sankaran,Electronics,Mobile,Mobile Facilis,4,8171,10,29415.6,5836.71,COD
